 region_name ,Region Name,District Name,Settlement Code, Settlement Name ,Settlement Type, X Coordinates , Y Coordinates ,Absentees (HH) ,Absentees,Absentees between 2015-2018 (HH),Absentees between 2015-2018,Absentees in 2019 (HH),Absentees in 2019,  Residents (HH)  ,  Residents ,Returnees from internal displacement (HH), Returnees from internal displacement,Returnees between 2015-2018 (HH),Returnees between 2015-2018,Returnees in 2019 (HH),Returnees in 2019, Returnees from abroad (HH) ,Returnees from abroad,Returnees  from abroad between 2015-2018 (HH),Returnees  from abroad between 2015-2018,Returnees  from abroad during 2019 (HH) ,Returnees  from abroad during 2019, IDPs (HH) ,  IDPs (individuals)  , IDPs between 2015-2018 (HH) , IDPs between 2015-2018 , IDPs in 2019 (HH)  , IDPs during 2019 , Accesibility , Overall Reliability , Total_inflows , Current Population , IDPs ind (Sites) , IDPs ind (Rural and Urban) , IDPs ind Total , Residents ind (Rural and Urban) , Resident HH (Rural and Urban) , Rural IDPs (since 2015-2018 ind)  , Rural IDPs (since 2015-2018 HH) , Rural IDPs (since 2019 ind)  ,Rural IDPs (since 2019 HH), Urban IDPs (since 2015-2018 ind)  , Urban IDPs (since 2015-2018 HH) , Urban IDPs (since 2019 ind)  , Urban IDPs (since 2019 HH) , Urban IDPs (ind) , Rural IDPs (ind) 
Bay,Bay,Baydhaba,NA-3801-W32-007,Dedbanley,Rural, 43.42910 , 3.15097 ,0.00,0.00,0.00,0.00,0.00,0.00, 203 ," 1,218 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,218 ", -   , -   , -   ," 1,218 ", 203 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Z32-010,Dhuboy,Rural, 43.45085 , 3.04098 ,0.00,0.00,0.00,0.00,0.00,0.00, 164 , 984 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   , 984 , -   , -   , -   , 984 , 164 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-X33-003,Fanqalka,Rural, 43.48387 , 3.08397 ,0.00,0.00,0.00,0.00,0.00,0.00, 294 ," 1,764 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,764 ", -   , -   , -   ," 1,764 ", 294 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W32-010,Gaal Weel,Rural, 43.44670 , 3.12953 ,0.00,0.00,0.00,0.00,0.00,0.00, 46 , 276 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   , 276 , -   , -   , -   , 276 , 46 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Y33-005,Garas-God,Rural, 43.47436 , 3.06833 ,0.00,0.00,0.00,0.00,0.00,0.00, 182 ," 1,092 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,092 ", -   , -   , -   ," 1,092 ", 182 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Y29-009,Gawti,Rural, 43.31678 , 3.04578 ,0.00,0.00,0.00,0.00,0.00,0.00, 38 , 228 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   , 228 , -   , -   , -   , 228 , 38 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-X01-004,Goldhow,Rural, 43.51974 , 3.12301 ,0.00,0.00,0.00,0.00,0.00,0.00, 88 , 528 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   , 528 , -   , -   , -   , 528 , 88 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Y29-002,Hoodoy,Rural, 43.30260 , 3.05998 ,0.00,0.00,0.00,0.00,0.00,0.00, 200 ," 1,200 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,200 ", -   , -   , -   ," 1,200 ", 200 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-X02-002,Buulo Soofi,Rural, 43.54770 , 3.12015 ,0.00,0.00,0.00,0.00,0.00,0.00, 244 ," 1,464 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,464 ", -   , -   , -   ," 1,464 ", 244 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Z33-007,Biyoley,Rural, 43.47884 , 3.03856 ,2.00,12.00,0.00,0.00,0.00,0.00, 120 , 720 ,8.00,48.00,4.00,24.00,4.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, 48 , 768 , -   , -   , -   , 720 , 120 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W33-013,Buulo-Dhatoo,Rural, 43.49560 , 3.13059 ,0.00,0.00,0.00,0.00,0.00,0.00, 106 , 636 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   , 636 , -   , -   , -   , 636 , 106 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-X02-003,Carra Gaduud,Rural, 43.58580 , 3.11278 ,0.00,0.00,0.00,0.00,0.00,0.00, 185 ," 1,110 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,110 ", -   , -   , -   ," 1,110 ", 185 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-W01-009,Boqolka,Rural, 43.50090 , 3.15359 ,0.00,0.00,0.00,0.00,0.00,0.00, 210 ," 1,260 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,260 ", -   , -   , -   ," 1,260 ", 210 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Y29-012,Buulo Cajuusi,Rural, 43.28829 , 3.04885 ,0.00,0.00,0.00,0.00,0.00,0.00, 180 ," 1,080 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   ," 1,080 ", -   , -   , -   ," 1,080 ", 180 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Z31-005,Buulo Guduud,Rural, 43.39813 , 3.03870 ,0.00,0.00,0.00,0.00,0.00,0.00, 98 , 588 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Very Good, -   , 588 , -   , -   , -   , 588 , 98 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-W01-016,Iidlow Abow,Rural, 43.54223 , 3.13972 ,0.00,0.00,0.00,0.00,0.00,0.00, 130 , 780 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 780 , -   , -   , -   , 780 , 130 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W33-001,Iriroog Yarey,Rural, 43.49970 , 3.14256 ,0.00,0.00,0.00,0.00,0.00,0.00, 90 , 540 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 540 , -   , -   , -   , 540 , 90 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W32-005,Iri-Werki,Rural, 43.42648 , 3.15492 ,0.00,0.00,0.00,0.00,0.00,0.00, 80 , 480 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 480 , -   , -   , -   , 480 , 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W32-003,Jirow,Rural, 43.45170 , 3.14282 ,0.00,0.00,0.00,0.00,0.00,0.00, 100 , 600 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 600 , -   , -   , -   , 600 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-X33-011,Kaayow,Rural, 43.46725 , 3.08355 ,0.00,0.00,0.00,0.00,0.00,0.00, 105 , 630 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 630 , -   , -   , -   , 630 , 105 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-W01-004,Kafangooy,Rural, 43.51578 , 3.12833 ,0.00,0.00,0.00,0.00,0.00,0.00, 100 , 600 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Yes,Very Good, -   , 600 , -   , -   , -   , 600 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W28-002,Kidhikoy,Rural, 43.24010 , 3.14939 ,0.00,0.00,0.00,0.00,0.00,0.00, 90 , 540 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Good, -   , 540 , -   , -   , -   , 540 , 90 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-X31-007,Laan Buule,Rural, 43.37844 , 3.10658 ,0.00,0.00,0.00,0.00,0.00,0.00, 70 , 420 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Good, -   , 420 , -   , -   , -   , 420 , 70 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-X01-011,Maaranka Wiin,Rural, 43.53720 , 3.12148 ,0.00,0.00,0.00,0.00,0.00,0.00, 110 , 660 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 660 , -   , -   , -   , 660 , 110 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3805-A33-004,Mankar/Oodin,Rural, 43.49480 , 2.97829 ,0.00,0.00,0.00,0.00,0.00,0.00, 100 , 600 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 600 , -   , -   , -   , 600 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-V33-008,Masuubiye,Rural, 43.49330 , 3.17368 ,0.00,0.00,0.00,0.00,0.00,0.00, 200 ," 1,200 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Yes,Very Good, -   ," 1,200 ", -   , -   , -   ," 1,200 ", 200 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-V33-007,Midow,Rural, 43.46670 , 3.17342 ,0.00,0.00,0.00,0.00,0.00,0.00, 150 , 930 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 930 , -   , -   , -   , 930 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-X02-005,Miiri,Rural, 43.55340 , 3.10594 ,0.00,0.00,0.00,0.00,0.00,0.00, 80 , 480 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Good, -   , 480 , -   , -   , -   , 480 , 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-V02-008,Misgaale,Rural, 43.55790 , 3.16716 ,0.00,0.00,0.00,0.00,0.00,0.00, 130 , 780 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 780 , -   , -   , -   , 780 , 130 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-Q05-001,Dheriyow,Rural, 43.69360 , 3.40275 ,10.00,60.00,5.00,30.00,5.00,30.00, 100 , 600 ,2.00,18.00,0.00,0.00,2.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Good, 18 , 618 , -   , -   , -   , 600 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W33-014,Awees(Buulo-Bogod),Rural, 43.49130 , 3.12696 ,6.00,36.00,3.00,18.00,3.00,18.00, 45 , 270 ,5.00,30.00,5.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, 30 , 300 , -   , -   , -   , 270 , 45 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Y28-002,Bakale,Rural, 43.25040 , 3.05501 ,1.00,6.00,0.00,0.00,1.00,6.00, 55 , 330 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 330 , -   , -   , -   , 330 , 55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W33-007,Maaranka,Rural, 43.46320 , 3.14515 ,0.00,0.00,0.00,0.00,0.00,0.00, 50 , 300 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Y28-005,Malab,Rural, 43.26955 , 3.05939 ,10.00,60.00,10.00,60.00,0.00,0.00, 99 , 594 ,2.00,12.00,0.00,0.00,2.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, 12 , 606 , -   , -   , -   , 594 , 99 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W33-015,Oroshi,Rural, 43.49721 , 3.13784 ,7.00,42.00,7.00,42.00,0.00,0.00, 102 , 612 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, -   , 612 , -   , -   , -   , 612 , 102 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-W32-011,Raaxoole (2),Rural, 43.44390 , 3.16084 ,11.00,66.00,5.00,30.00,6.00,36.00, 140 , 840 ,5.00,30.00,5.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, 30 , 870 , -   , -   , -   , 840 , 140 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-W01-006,Wegeli,Rural, 43.50600 , 3.14882 ,5.00,30.00,0.00,0.00,5.00,30.00, 500 ," 3,000 ",50.00,300.00,0.00,0.00,50.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Good, 300 ," 3,300 ", -   , -   , -   ," 3,000 ", 500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Z32-004,Wiiqaad,Rural, 43.44124 , 3.01057 ,7.00,42.00,7.00,42.00,0.00,0.00, 76 , 456 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Good, -   , 456 , -   , -   , -   , 456 , 76 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-T31-008,Abuurow,Rural, 43.38712 , 3.25929 ,0.00,0.00,0.00,0.00,0.00,0.00, 172 ," 1,032 ",6.00,36.00,0.00,0.00,6.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Good, 36 ," 1,068 ", -   , -   , -   ," 1,032 ", 172 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-U29-001,Awdheere,Rural, 43.27879 , 3.21048 ,0.00,0.00,0.00,0.00,0.00,0.00, 200 ," 1,200 ",20.00,120.00,0.00,0.00,20.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Do Not Know,Good, 120 ," 1,320 ", -   , -   , -   ," 1,200 ", 200 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-V29-004,Barow,Rural, 43.30414 , 3.20472 ,0.00,0.00,0.00,0.00,0.00,0.00, 136 , 816 ,15.00,90.00,0.00,0.00,15.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00, 102 , -   , -   , 17 , 102 ,Do Not Know,Very Good, 192 ," 1,008 ", -   , 102 , 102 , 816 , 136 , -   , -   , 102 , 17 , -   , -   , -   , -   , -   , 102 
Bay,Bay,Baydhaba,NA-3801-Q27-005,Bagdaad,Rural, 43.18860 , 3.40028 ,0.00,0.00,0.00,0.00,0.00,0.00, 264 ," 1,584 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00, 96 , -   , -   , 16 , 96 ,Do Not Know,Good, 96 ," 1,680 ", -   , 96 , 96 ," 1,584 ", 264 , -   , -   , 96 , 16 , -   , -   , -   , -   , -   , 96 
Bay,Bay,Qansax Dheere,NA-3805-E19-004,Buulo-Galoole,Rural, 42.83020 , 2.80517 ,34.00,204.00,23.00,138.00,11.00,66.00, 96 , 570 ,30.00,180.00,17.00,102.00,13.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, 180 , 750 , -   , -   , -   , 570 , 96 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3802-U01-011,Buule Sheik,Rural, 43.52180 , 3.24655 ,0.00,0.00,0.00,0.00,0.00,0.00, 245 ," 1,470 ",4.00,24.00,0.00,0.00,4.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00, 12 , -   , -   , 2 , 12 ,No,Very Good, 36 ," 1,506 ", -   , 12 , 12 ," 1,470 ", 245 , -   , -   , 12 , 2 , -   , -   , -   , -   , -   , 12 
Bay,Bay,Baydhaba,NA-3801-V31-004,Buulo Aaran,Rural, 43.39846 , 3.19855 ,0.00,0.00,0.00,0.00,0.00,0.00, 340 ," 2,040 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00, 108 , -   , -   , 18 , 108 ,No,Good, 108 ," 2,148 ", -   , 108 , 108 ," 2,040 ", 340 , -   , -   , 108 , 18 , -   , -   , -   , -   , -   , 108 
Bay,Bay,Baydhaba,NA-3801-T30-001,Sarmaan-Dheer,Rural, 43.35437 , 3.28294 ,0.00,0.00,0.00,0.00,0.00,0.00, 140 , 840 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00, 72 , -   , -   , 12 , 72 ,No,Very Good, 72 , 912 , -   , 72 , 72 , 840 , 140 , -   , -   , 72 , 12 , -   , -   , -   , -   , -   , 72 
Bay,Bay,Baydhaba,NA-3801-T30-002,Sariirta,Rural, 43.36037 , 3.25195 ,100.00,600.00,100.00,600.00,0.00,0.00, 500 ," 3,000 ",50.00,300.00,0.00,0.00,50.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00, 900 , -   , -   , 150 , 900 ,No,Very Good," 1,200 "," 4,200 ", -   , 900 , 900 ," 3,000 ", 500 , -   , -   , 900 , 150 , -   , -   , -   , -   , -   , 900 
Bay,Bay,Baydhaba,NA-3801-V33-010,Qeydari,Rural, 43.48510 , 3.20177 ,15.00,90.00,15.00,90.00,0.00,0.00, 175 ," 1,050 ",7.00,42.00,0.00,0.00,7.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Yes,Very Good, 42 ," 1,092 ", -   , -   , -   ," 1,050 ", 175 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-Q27-006,Qasale/Bilal Oomane,Rural, 43.18780 , 3.37561 ,28.00,168.00,28.00,168.00,0.00,0.00, 134 , 804 ,14.00,84.00,0.00,0.00,14.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00, 48 , -   , -   , 8 , 48 ,No,Very Good, 132 , 936 , -   , 48 , 48 , 804 , 134 , -   , -   , 48 , 8 , -   , -   , -   , -   , -   , 48 
Bay,Bay,Baydhaba,NA-3801-T32-006,Qahirayary,Rural, 43.44583 , 3.25093 ,23.00,138.00,23.00,138.00,0.00,0.00, 150 , 900 ,14.00,84.00,0.00,0.00,14.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,Yes,Very Good, 84 , 984 , -   , -   , -   , 900 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-U33-006,Qahira Wiin,Rural, 43.45941 , 3.24312 ,33.00,198.00,33.00,198.00,0.00,0.00, 120 , 720 ,18.00,108.00,0.00,0.00,18.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00, 66 , -   , -   , 11 , 66 ,Yes,Very Good, 174 , 894 , -   , 66 , 66 , 720 , 120 , -   , -   , 66 , 11 , -   , -   , -   , -   , -   , 66 
Bay,Bay,Baydhaba,NA-3801-S28-002,Maykoo Guuraaw,Rural, 43.25861 , 3.30936 ,23.00,138.00,23.00,138.00,0.00,0.00, 114 , 684 ,14.00,84.00,0.00,0.00,14.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,No,Very Good, 84 , 768 , -   , -   , -   , 684 , 114 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bay,Bay,Baydhaba,NA-3801-V32-013,Mintaanka,Rural, 43.45033 , 3.20521 ,0.00,0.00,0.00,0.00,0.00,0.00, 89 , 534 ,12.00,72.00,0.00,0.00,12.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00, 60 , -   , -   , 10 , 60 ,No,Very Good, 132 , 666 , -   , 60 , 60 , 534 , 89 , -   , -   , 60 , 10 , -   , -   , -   , -   , -   , 60 
Bay,Bay,Baydhaba,NA-3801-Q27-002,Mursal,Rural, 43.19967 , 3.38305 ,0.00,0.00,0.00,0.00,0.00,0.00, 76 , 456 ,10.00,60.00,0.00,0.00,10.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00, 66 , -   , -   , 11 , 66 ,No,Very Good, 126 , 582 , -   , 66 , 66 , 456 , 76 , -   , -   , 66 , 11 , -   , -   , -   , -   , -   , 66 
Bay,Bay,Baydhaba,NA-3802-V01-004,Lusoluso,Rural, 43.54231 , 3.19621 ,0.00,0.00,0.00,0.00,0.00,0.00, 98 , 588 ,0.00,0.00,0.00,0.00,0.00,0.00,4.00,24.00,4.00,24.00,0.00,0.00,12.00, 72 , -   , -   , 12 , 72 ,No,Very Good, 96 , 684 , -   , 72 , 72 , 588 , 98 , -   , -   , 72 , 12 , -   , -   , -   , -   , -   , 72 
Bay,Bay,Baydhaba,NA-3801-L30-002,Mad Hasan Wp,Rural, 43.35914 , 3.56432 ,0.00,0.00,0.00,0.00,0.00,0.00, 173 ," 1,038 ",45.00,270.00,0.00,0.00,45.00,270.00,10.00,60.00,10.00,60.00,0.00,0.00,19.00, 114 , -   , -   , 19 , 114 ,Yes,Very Good, 444 ," 1,482 ", -   , 114 , 114 ," 1,038 ", 173 , -   , -   , 114 , 19 , -   , -   , -   , -   , -   , 114 
Bay,Bay,Baydhaba,NA-3801-V32-009,Matuutow,Rural, 43.43990 , 3.19220 ,8.00,48.00,8.00,48.00,0.00,0.00, 75 , 450 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00, 36 , -   , -   , 6 , 36 ,No,Very Good, 36 , 486 , -   , 36 , 36 , 450 , 75 , -   , -   , 36 , 6 , -   , -   , -   , -   , -   , 36 
Bay,Bay,Baydhaba,NA-3801-V32-005,Korey,Rural, 43.41395 , 3.19308 ,0.00,0.00,0.00,0.00,0.00,0.00, 28 , 168 ,0.00,0.00,0.00,0.00,0.00,0.00,5.00,30.00,0.00,0.00,5.00,30.00,8.00, 48 , -   , -   , 8 , 48 ,Yes,Very Good, 78 , 246 , -   , 48 , 48 , 168 , 28 , -   , -   , 48 , 8 , -   , -   , -   , -   , -   , 48 
Bay,Bay,Baydhaba,NA-3801-U28-007,Kuushifad,Rural, 43.27210 , 3.22338 ,0.00,0.00,0.00,0.00,0.00,0.00, 370 ," 2,220 ",7.00,42.00,0.00,0.00,7.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00, 78 , -   , -   , 13 , 78 ,No,Very Good, 120 ," 2,340 ", -   , 78 , 78 ," 2,220 ", 370 , -   , -   , 78 , 13 , -   , -   , -   , -   , -   , 78 
Bay,Bay,Baydhaba,NA-3801-K26-001,Lafaale,Rural, 43.16460 , 3.58941 ,0.00,0.00,0.00,0.00,0.00,0.00, 86 , 516 ,12.00,72.00,0.00,0.00,12.00,72.00,4.00,24.00,0.00,0.00,4.00,24.00,11.00, 66 , -   , -   , 11 , 66 ,No,Very Good, 162 , 678 , -   , 66 , 66 , 516 , 86 , -   , -   , 66 , 11 , -   , -   , -   , -   , -   , 66 
