 region_name ,Region Name,District Name,Settlement Code, Settlement Name ,Settlement Type, X Coordinates , Y Coordinates ,Absentees (HH) ,Absentees,Absentees between 2015-2018 (HH),Absentees between 2015-2018,Absentees in 2019 (HH),Absentees in 2019,  Residents (HH)  ,  Residents ,Returnees from internal displacement (HH), Returnees from internal displacement,Returnees between 2015-2018 (HH),Returnees between 2015-2018,Returnees in 2019 (HH),Returnees in 2019, Returnees from abroad (HH) ,Returnees from abroad,Returnees  from abroad between 2015-2018 (HH),Returnees  from abroad between 2015-2018,Returnees  from abroad during 2019 (HH) ,Returnees  from abroad during 2019, IDPs (HH) ,  IDPs (individuals)  , IDPs between 2015-2018 (HH) , IDPs between 2015-2018 , IDPs in 2019 (HH)  , IDPs during 2019 , Accesibility , Overall Reliability , Total_inflows , Current Population , IDPs ind (Sites) , IDPs ind (Rural and Urban) , IDPs ind Total , Residents ind (Rural and Urban) , Resident HH (Rural and Urban) , Rural IDPs (since 2015-2018 ind)  , Rural IDPs (since 2015-2018 HH) , Rural IDPs (since 2019 ind)  ,Rural IDPs (since 2019 HH), Urban IDPs (since 2015-2018 ind)  , Urban IDPs (since 2015-2018 HH) , Urban IDPs (since 2019 ind)  , Urban IDPs (since 2019 HH) , Urban IDPs (ind) , Rural IDPs (ind) 
Juba Hoose,Juba Hoose,Kismaayo,KIS - 084,Kebo,Site,42.55008167,-0.366106667,,,,,0,0,50, 300 ,1,6,,,1,6,2,12,2,12,0,0,,,,, -   ,0,yes,Very Good, 18 , 318 , 300 , -   , 300 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,SA-3801-B16-002,Beey,rural,42.720791,-0.06314,,,,,0,0, 50 , 100 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 100 , -   , -   , -   , 100 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_117,Warta Ali Khalif,rural,,,,,,,0,0, 50 , 300 ,5,30,,,5,30,15,90,15,90,0,0,,,,, -   , -   ,yes,Very Good, 120 , 420 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 124,Wadajir,Site,42.53467167,-0.366716667,,,,,0,0,50, 300 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 300 , 300 , -   , 300 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 054,Gabow,Site,42.53609667,-0.36624,,,,,0,0,50, 300 ,,,,,0,0,1,6,,,1,6,,,,, -   ,0,yes,Very Good, 6 , 306 , 300 , -   , 300 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,SA-3801-A17-002,Gaabaha,rural,42.772541,-0.03362,7,42,7,42,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_64,Dhanij,rural,41.77838,0.48836,7,42,,,7,42, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-Z16-001,Kaabsiini,rural,42.685329,0.01145,90,540,90,540,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-U18-004,Meser,rural,42.774891,0.24211,42,252,,,42,252, 50 , 300 ,,,,,0,0,,,,,0,0,20, 120 , 20 , 120 , -   , -   ,no,Very Good, 120 , 420 , -   , 120 , 120 , 300 , 50 , 120 , 20 , -   , -   , -   , -   , -   , -   , -   , 120 
Juba Hoose,Juba Hoose,Kismaayo,KIS - 061,Habaaqa,Site,42.53246167,-0.351468333,7,42,,,7,42,50, 300 ,4,24,,,4,24,,,,,0,0,,,,, -   ,0,yes,Very Good, 24 , 324 , 300 , -   , 300 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Badhaadhe,SA-3708-K21-001,Cororo,rural,41.443501,-1.4053,,,,,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,Do Not Know,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_71,Bula Wabari,Site,,,20,120,,,20,120,50, 300 ,10,60,,,10,60,5,30,5,30,0,0,13, 78 ,13,78, -   ,0,yes,Very Good, 168 , 468 , 300 , -   , 300 , -   , -   , -   ,13.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-Z16-002,Sinjibaar,rural,42.6968,0.01164,10,60,10,60,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-H07-001,Abdi Dhore,rural,42.27953,-0.32548,12,72,12,72,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_92,Faafdho,rural,,,15,90,15,90,0,0, 35 , 210 ,10,60,10,60,0,0,5,30,5,30,0,0,2, 12 , 2 , 12 , -   , -   ,no,Very Good, 102 , 312 , -   , 12 , 12 , 210 , 35 , 12 , 2 , -   , -   , -   , -   , -   , -   , -   , 12 
Juba Hoose,Juba Hoose,Jamaame,Jamaame_Enum_10,yontooy,rural,42.5892,0.20654,100,600,100,600,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_88,Awodhiley,rural,,,20,120,20,120,0,0, 42 , 252 ,10,60,10,60,0,0,4,24,,,4,24,,,,, -   , -   ,yes,Very Good, 84 , 336 , -   , -   , -   , 252 , 42 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 091,Mako Mani,Site,42.53393667,-0.359041667,3,18,3,18,0,0,50, 300 ,6,36,,,6,36,1,6,1,6,0,0,,,,, -   ,0,yes,Very Good, 42 , 342 , 300 , -   , 300 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3809-X04-001,Warqiam,rural,42.13903,1.09372,,,,,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-A13-001,Kuusow,rural,42.547009,-0.0405,,,,,0,0, 50 , 150 ,24,80,,,24,80,,,,,0,0,,,,, -   , -   ,no,Good, 80 , 230 , -   , -   , -   , 150 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-C03-004,Seira,rural,42.128399,-0.1028,15,90,10,90,5,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3704-N33-001,Saydey,rural,41.95723,-0.53151,100,600,100,600,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-H10-001,Yaaq Bulle,rural,42.410519,-0.31459,,,,,0,0, 50 , 300 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 300 , -   , -   , -   , 300 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3704-R27-001,Yedi,urban,41.697861,-0.65898,10,60,10,60,0,0, 50 , 300 ,3,18,,,3,18,,,,,0,0,11, 66 ,,, 11 ,66,yes,Good, 84 , 384 , -   , 66 , 66 , 300 , 50 , -   ,0.00, -   , -   , -   , -   , 66 , 11 , 66 , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-S03-001,Beermaasi,rural,42.123829,-0.67362,100,180,,,100,180, 50 , 150 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Good, -   , 150 , -   , -   , -   , 150 , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_30,Bula fulay,Site,42.434,0.77,,,,,0,0,51, 306 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 306 , 306 , -   , 306 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-W17-003,Gamaanya,rural,42.742691,0.15311,,,,,0,0, 51 , 200 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 200 , -   , -   , -   , 200 , 51 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_46,Libaan,urban,41.71321,0.28669,,,,,0,0, 51 , 306 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 306 , -   , -   , -   , 306 , 51 , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3805-A01-002,Juula,rural,42.039299,-1.00083,,,,,0,0, 51 , 306 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 306 , -   , -   , -   , 306 , 51 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 026,Biyole,Site,42.56868833,-0.341043333,,,,,0,0,52, 312 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 312 , 312 , -   , 312 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3716-H29-001,Urungu,rural,41.791809,0.69182,,,,,0,0, 52 , 312 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,Do Not Know,No so good, -   , 312 , -   , -   , -   , 312 , 52 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_27,Bula mirqaan,Site,,,28,168,18,108,10,60,52, 312 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,No so good, -   , 312 , 312 , -   , 312 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 020,Barawe 3,Site,42.54790833,-0.366255,1,6,1,6,0,0,52, 312 ,2,12,,,2,12,1,6,,,1,6,,,,, -   ,0,yes,Very Good, 18 , 330 , 312 , -   , 312 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 053,Feer Sagara,Site,42.52496667,-0.363756667,,,,,0,0,52, 312 ,,,,,0,0,20,120,20,120,0,0,6, 36 ,,, 6 ,36,no,Very Good, 156 , 468 , 312 , -   , 312 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3813-N13-001,Dabader,rural,42.56316,0.48006,,,,,0,0, 52 , 312 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 312 , -   , -   , -   , 312 , 52 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-R08-001,Koyaama,rural,42.33894,-0.6323,2,12,,,2,12, 52 , 312 ,10,60,,,10,60,,,,,0,0,8, 48 ,,, 8 , 48 ,no,Good, 108 , 420 , -   , 48 , 48 , 312 , 52 , -   , -   , 48 , 8 , -   , -   , -   , -   , -   , 48 
Juba Hoose,Juba Hoose,Afmadow,NA-3813-S04-001,Miido,rural,42.150082,0.30864,28,168,,,28,168, 53 , 318 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 318 , -   , -   , -   , 318 , 53 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3712-T32-001,Uel Merer,rural,41.952702,1.2805,22,132,,,22,132, 53 , 318 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 318 , -   , -   , -   , 318 , 53 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_119,Bula cadar,rural,,,31,186,31,186,0,0, 53 , 318 ,,,,,0,0,27,162,27,162,0,0,,,,, -   , -   ,yes,Very Good, 162 , 480 , -   , -   , -   , 318 , 53 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_113,Bula ceel Qarariyow,rural,,,7,43,,,7,43, 53 , 318 ,13,78,,,13,78,17,102,17,102,0,0,8, 48 ,,, 8 , 48 ,yes,Very Good, 228 , 546 , -   , 48 , 48 , 318 , 53 , -   , -   , 48 , 8 , -   , -   , -   , -   , -   , 48 
Juba Hoose,Juba Hoose,Kismaayo,KIS - 031,Buula Banaan,Site,42.532675,-0.3584,,,,,0,0,53, 318 ,26,156,,,26,156,,,,,0,0,,,,, -   ,0,yes,Good, 156 , 474 , 318 , -   , 318 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 136,Yaman,Site,42.56346333,-0.340831667,,,,,0,0,54, 324 ,,,,,0,0,,,,,0,0,2, 12 ,2,12, -   ,0,no,Very Good, 12 , 336 , 324 , -   , 324 , -   , -   , -   ,2.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 074,Indha Badan,Site,42.531765,-0.356536667,5,30,,,5,30,54, 324 ,,,,,0,0,,,,,0,0,9, 54 ,,, 9 ,54,no,Good, 54 , 378 , 324 , -   , 324 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 114,Shabac,Site,42.52907,-0.355498333,3,18,3,18,0,0,54, 324 ,2,12,,,2,12,3,18,3,18,0,0,,,,, -   ,0,yes,Very Good, 30 , 354 , 324 , -   , 324 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,SA-3801-A18-002,Quuley,rural,42.79475,-0.0144,,,,,0,0, 55 , 330 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 330 , -   , -   , -   , 330 , 55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,SA-3801-B13-004,Waamo,rural,42.583542,-0.04822,,,,,0,0, 55 , 200 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Good, -   , 200 , -   , -   , -   , 200 , 55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 003,Ahmed Bin Xambal,Site,42.54667167,-0.366363333,,,,,0,0,46, 276 ,10,60,10,60,0,0,5,30,5,30,0,0,2, 12 ,2,12, -   ,0,no,Very Good, 102 , 378 , 276 , -   , 276 , -   , -   , -   ,2.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 034,Buulo Hussein,Site,42.55081167,-0.361343333,,,,,0,0,55, 330 ,,,,,0,0,3,18,,,3,18,,,,, -   ,0,yes,No so good, 18 , 348 , 330 , -   , 330 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 080,Jorre,Site,42.52455667,-0.370583333,5,30,5,30,0,0,55, 330 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 330 , 330 , -   , 330 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 044,Danwadaag,Site,42.52396167,-0.36532,7,42,,,7,42,55, 330 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 330 , 330 , -   , 330 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 137,Yaq Bishaaro,Site,42.52613167,-0.365525,,,,,0,0,55, 330 ,,,,,0,0,2,12,2,12,0,0,3, 18 ,3,18, -   ,0,no,Very Good, 30 , 360 , 330 , -   , 330 , -   , -   , -   ,3.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SOMs027798,Gaduud,rural,42.529415,-0.07204,,,,,0,0, 55 , 330 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 330 , -   , -   , -   , 330 , 55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-W16-004,Gamdolayo,rural,42.719311,0.16429,10,60,10,60,0,0, 56 , 336 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 336 , -   , -   , -   , 336 , 56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-V17-002,Jittalliimo,rural,42.730888,0.17412,120,720,120,720,0,0, 56 , 336 ,,,,,0,0,,,,,0,0,11, 66 ,,, 11 , 66 ,no,Very Good, 66 , 402 , -   , 66 , 66 , 336 , 56 , -   , -   , 66 , 11 , -   , -   , -   , -   , -   , 66 
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-V01-001,Gacaan Maroodi,rural,42.03685,-0.80478,25,150,10,60,15,90, 56 , 336 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 336 , -   , -   , -   , 336 , 56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,AFM - 009,Camp Dagmareer,Site,42.08557657,0.51011031,10,60,,,10,60,50, 300 ,10,60,10,60,0,0,,,,,0,0,15, 90 ,,, 15 ,90,yes,Very Good, 150 , 450 , 300 , -   , 300 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-W03-001,Istanboul,rural,42.095612,-0.84238,,,,,0,0, 57 , 342 ,,,,,0,0,5,30,5,30,0,0,18, 108 , 18 , 108 , -   , -   ,no,Very Good, 138 , 480 , -   , 108 , 108 , 342 , 57 , 108 , 18 , -   , -   , -   , -   , -   , -   , -   , 108 
Juba Hoose,Juba Hoose,Kismaayo,KIS - 059,Gubakibir,Site,42.52743333,-0.354761667,,,,,0,0,57, 342 ,,,,,0,0,,,,,0,0,13, 78 ,13,78, -   ,0,no,Good, 78 , 420 , 342 , -   , 342 , -   , -   , -   ,13.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3813-J02-001,Anateel Afmado,rural,42.06427,0.635,28,168,25,150,3,18, 58 , 348 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 348 , -   , -   , -   , 348 , 58 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3716-G23-001,Godaya,rural,41.54273,0.72797,,,,,0,0, 58 , 348 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 348 , -   , -   , -   , 348 , 58 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_39,Abaqoor,Site,,,18,108,13,78,5,30,58, 348 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,No so good, -   , 348 , 348 , -   , 348 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_40,Canamaal,rural,,,25,150,16,96,9,54, 58 , 348 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,yes,Very Good, -   , 348 , -   , -   , -   , 348 , 58 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-X18-001,Gaal,rural,42.809341,0.09175,,,,,0,0, 58 , 200 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 200 , -   , -   , -   , 200 , 58 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,Jamaame_Enum_8,bulagadud,rural,42.58802,0.20584,67,402,67,402,0,0, 59 , 354 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 354 , -   , -   , -   , 354 , 59 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 107,Rajo,Site,42.52703,-0.356306667,1,6,,,1,6,59, 354 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 354 , 354 , -   , 354 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-B13-002,Mad Caraale,rural,42.56982,-0.05654,,,,,0,0, 59 , 136 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Good, -   , 136 , -   , -   , -   , 136 , 59 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3716-V21-001,Baddana,rural,41.4217,0.1679,,,,,0,0, 60 , 360 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 360 , -   , -   , -   , 360 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,SA-3801-A12-002,Kuddud,rural,42.54377,-0.01236,,,,,0,0, 60 , 165 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 165 , -   , -   , -   , 165 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3813-Y10-004,Jabataa,rural,42.429722,0.04879,,,,,0,0, 60 , 360 ,10,60,,,10,60,,,,,0,0,,,,, -   , -   ,no,Very Good, 60 , 420 , -   , -   , -   , 360 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,NA-3813-Y16-001,Howlwadaag,rural,42.703419,0.04414,,,,,0,0, 60 , 170 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 170 , -   , -   , -   , 170 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 095,Mofi,Site,42.55737167,-0.346321667,3,18,3,18,0,0,60, 360 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Good, -   , 360 , 360 , -   , 360 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,SA-3801-A14-001,Rakafiida,rural,42.62746,-0.03751,25,150,10,60,15,90, 60 , 360 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 360 , -   , -   , -   , 360 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,SA-3801-A18-001,Sararrow,rural,42.78228,-0.03596,50,300,50,300,0,0, 60 , 360 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 360 , -   , -   , -   , 360 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_97,Dusumaha,Site,,,5,30,,,5,30,60, 360 ,30,150,,,30,150,20,120,20,120,0,0,,,,, -   ,0,yes,Very Good, 270 , 630 , 360 , -   , 360 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,SA-3801-N09-001,Fuuma,rural,42.377911,-0.53862,30,180,12,72,18,108, 60 , 360 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 360 , -   , -   , -   , 360 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Jamaame,Jamaame_Enum_7,Bulatuug,rural,42.58646,0.19518,73,438,73,438,0,0, 60 , 360 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 360 , -   , -   , -   , 360 , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3716-H30-001,Anzubsito,rural,41.821999,0.6713,,,,,0,0, 61 , 366 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,No so good, -   , 366 , -   , -   , -   , 366 , 61 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 118,Tariiqane,Site,42.53617833,-0.355788333,,,,,0,0,61, 366 ,7,42,,,7,42,,,,,0,0,,,,, -   ,0,yes,Very Good, 42 , 408 , 366 , -   , 366 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Kismaayo,KIS - 071,Haraac,Site,42.536015,-0.355261667,2,12,,,2,12,61, 366 ,1,6,,,1,6,,,,,0,0,2, 12 ,,, 2 ,12,no,Good, 18 , 384 , 366 , -   , 366 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,Afmadow_enum_51,Malmalka,Site,41.7414,0.2317,,,,,0,0,61, 366 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Good, -   , 366 , 366 , -   , 366 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,NA-3716-J30-001,Magar,rural,41.83107,0.66564,58,348,25,150,33,198, 62 , 372 ,,,,,0,0,,,,,0,0,,,,, -   , -   ,no,Very Good, -   , 372 , -   , -   , -   , 372 , 62 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Juba Hoose,Juba Hoose,Afmadow,AFM - 012,Camp Hindeey,Site,42.0746239,0.5156338,,,,,0,0,62, 372 ,,,,,0,0,,,,,0,0,,,,, -   ,0,yes,Very Good, -   , 372 , 372 , -   , 372 , -   , -   , -   ,0.00, -   , -   , -   , -   , -   , -   , -   , -   
